newsSource|publishDate|headlineText
The Daily Mail|2016 12 01|'I learned everything from Alexis': David Arquette remembers transgender activist sibling and reveals his family is planning a new foundation
The Daily Mail|2016 12 01|Transgender students seek suspension of school restroom rule
The Daily Mail|2016 12 01|'I just felt like it was LGB and the T was completely silent': Ruby Rose says she is 'extremely excited' to see transgender and gender fluid people embraced by the general public
The Daily Mail|2016 12 03|'We are changing our bodies to match the gender we have always been': Everything you wanted to know about transgender (but were too scared to ask)  
The Daily Mail|2016 12 04|Watch the tan lines! Transgender model Andreja Pejic wears skimpy bikini top after going topless on the beach days earlier
The Daily Mail|2016 12 08|Major survey of transgender Americans finds pervasive bias
The Daily Mail|2016 12 08|U.S. transgender people harassed in public restrooms -landmark survey
The Daily Mail|2016 12 10|What a load of pants! Transgender model Andreja Pejić sports leather trousers after strolling around New York in funky bell bottoms
The Daily Mail|2016 12 10|Stop calling them boys and girls! Advisers who are paid £200k to help train teachers say using sex specific terms in the classroom is unfair to transgenders
The Daily Mail|2016 12 16|'Now I don't have to pretend to be a boy': Transgender girl, 9, stars on the cover of the new National Geographic (and it sweeps Twitter after her emotional mother shares it)
The Daily Mail|2016 12 19|North Carolina governor-elect says deal could repeal transgender bathroom law
The Daily Mail|2016 12 22|U.S. parents accept children's transgender identity by age 3
The Daily Mail|2016 12 22|U.S. parents accept children's transgender identity by age 3
The Daily Mail|2016 12 22|Preserve us from a National Trust that's so achingly right-on: JAMES DELINGPOLE on a once great institution's plans to promote the gay and transgender links of our finest houses
The Daily Mail|2016 12 23|Vicious trolls launch wave of death threats at family of transgender girl, 9, who made history by appearing on the cover of National Geographic
The Daily Mail|2016 12 27|India centre to get transgender school dropouts ready for jobs
The Daily Mail|2017 01 01|'Catwoman' Jocelyn Wildenstein's ex-boyfriend sees off 2016 by frolicking on the beach with transgender model Lauren Foster
The Daily Mail|2017 01 01|Transgender model Hari Nef sizzles in slinky purple gown as she sings sultry cover of Blue Velvet for Love's video advent
The Daily Mail|2017 01 01|U.S. judge blocks transgender, abortion-related Obamacare protections
The Daily Mail|2017 01 04|Transgender students to choose their own toilets, uniforms and sleep alongside students of their chosen sex in new public school policy
The Daily Mail|2017 01 05|Transgender girl, 18, allows cameras to document her sexual reassignment surgery for intimate and graphic video to try and help others understand what the procedure really entails
The Daily Mail|2017 01 05|'Are you a ladyboy? Your face looks manly': Sydney woman, 38, hits out at Tinder trolls who call her a 'tranny' because of her cosmetically enhanced features
The Daily Mail|2017 01 06|Investigation launched after transgender prisoner charged with attempted murder is found dead in their cell
The Daily Mail|2017 01 07|I was raped after I became a woman: Boy who found fame as a 12-year-old antiques expert then became a transsexual after years of bullying, depression and suicide attempts reveals the darkest chapter in her life (and how she's had a TV makeo
The Daily Mail|2017 01 09|'We want to be treated as EQUALS': Pakistan's transgender community to be included in the national census for first time following top court ruling
The Daily Mail|2017 01 10|'Other people like me say I make them proud': Transgender model will be the first to feature in India fashion show - a year after being rejected for the event
The Daily Mail|2017 01 10|Transgender woman, 24, accused of bludgeoning two innocent people with an axe at a 7-Eleven was born as a boy named Karl - but had a sex change two years ago in Thailand to become Evie
The Daily Mail|2017 01 10|Watchdog urges greater protection of UK transgender prisoners as deaths climb
The Daily Mail|2017 01 11|Transgender reality star Caitlyn Jenner accepts invitation to attend Donald Trump's Inauguration
The Daily Mail|2017 01 11|Transgender teenager, 17, with a sore finger was groped on the breasts and genitals by 'creepy' doctor
The Daily Mail|2017 01 13|Jackie Evancho's transgender sister says it's an 'honor' for the singer to perform at Trump's inauguration
The Daily Mail|2017 01 18|Meet the world's first trans dad AND daughter: Mother of transgender girl reveals she is now also transitioning into a MAN
The Daily Mail|2017 01 19|Comedian Colin Mochrie opens up about his transgender daughter and how he helped select her new name 
The Daily Mail|2017 01 20|Wikileaks soldier Chelsea Manning will lose hormone treatment and transgender benefits if she is dishonourably discharged under terms of her commutation 
The Daily Mail|2017 01 23|Menswear model becomes a successful female catwalk star after coming out as transgender (but is still attacked by strangers and her family refuses to accept the transition) 
The Daily Mail|2017 01 24|Transgender activists claim 'p****hats' that women wore at anti-Trump marches alienated the transgender community by suggesting 'a vagina is essential to womanhood' 
The Daily Mail|2017 01 25|South Dakota to consider transgender locker room bill
The Daily Mail|2017 01 25|Luck be a lady: Prosecutors DROP charges against Fiat heir who 'faked his kidnapping while doing drugs with transgender escort over Thanksgiving in Manhattan'
The Daily Mail|2017 01 25|Transgender woman, 23, and her boyfriend who murdered their flatmate, 20, for a 'sadistic' thrill after practising the torture on a Barbie doll are both jailed for life 
The Daily Mail|2017 01 26|California lawmakers propose bill to add third gender option of ‘non-binary’ on identification documents
The Daily Mail|2017 01 26|South Dakota governor opposes transgender locker room bill
The Daily Mail|2017 01 27|Transgender teen, 17, who is being sued by her own mom accuses her parents of being drug addicts and says they began abusing her when she told them she was gay 
The Daily Mail|2017 01 31|South Dakota's transgender locker room bill scuttled
The Daily Mail|2017 01 31|'Men are intrigued but they just want to be with you once': Transgender woman, 46, who has spent $300,000 on surgery and has size 32K breast implants says she can't find love
The Daily Mail|2017 01 31|US Boy Scouts welcome transgender children
The Daily Mail|2017 01 31|Boy Scouts will allow transgender children into programs
The Daily Mail|2017 02 03|Entrepreneur hauled into court for hate crimes after saying 'all right geezer' to a transgender war veteran 
The Daily Mail|2017 02 03|Transgender Nepali has her big moment on Indian catwalk
The Daily Mail|2017 02 04|Supreme Court to hear transgender Va. teen's case in March
The Daily Mail|2017 02 04|Model behaviour! Transgender star Andreja Pejic flaunts trim pins in off-the-shoulder dress at Girls premiere in New York
The Daily Mail|2017 02 05|Transexual killer who was moved from a male to a female jail to await sex-change surgery is moved back after having sex with her fellow inmates
The Daily Mail|2017 02 06|From a hippy henna artist to a transgender beauty queen: The hopefuls vying to be crowned Britain's Next Top Model 2017
The Daily Mail|2017 02 08|Transgender Oxford University chemistry student, 27, killed herself with cyanide after telling her friends and family she was living as a woman 
The Daily Mail|2017 02 08|Boy Scouts welcome first transgender boy after policy change
The Daily Mail|2017 02 08|Transgender YouTuber Gigi Gorgeous - girlfriend of billionaire heiress Natalia Getty - says she 'never thought she'd date a girl' as she talks about coming out after years of living as a gay male
The Daily Mail|2017 02 08|'I am accepted': New Jersey boy, 9, becomes the first openly transgender Boy Scout 
The Daily Mail|2017 02 08|Can you guess which beauty queen from Britain's Next Top Model was born a BOY? Transgender aspiring model joins bisexual artist, hippy pole dancer and socialite who parties with Leo DiCaprio
The Daily Mail|2017 02 10|The Grammys' 'trophy girls' who dish out the awards now include a transgender woman and a man 
The Daily Mail|2017 02 12|Julie Hesmondhalgh reveals her transgender character Hayley Cropper was originally cast as a JOKE by Coronation Street producers
The Daily Mail|2017 02 14|'I've always felt female': Stunning transgender woman who was born a boy now models lingerie and bridal wear to make her feel like a princess
The Daily Mail|2017 02 15|Parents of transgender students appeal to Trump on bathrooms
